cluster	proteomes_count	UP000827084	UP000241824	UP001805215	UP000426033	UP001064402	UP001251091	UP000663399
UPI0000F0A81C	7	1	1	1	1	1	1	1
UPI0000F0A813	7	1	1	1	1	1	1	1
UPI0000F0A812	7	1	1	1	1	1	1	1
UPI0000F0A804	7	1	1	1	1	1	1	1
UPI0000F0A7F3	7	1	1	1	1	1	1	1
UPI0000F0A7E8	7	1	1	1	1	1	1	1
UPI0000F0A7E1	7	1	1	1	1	1	1	1
UPI0000F0A7C5	7	1	1	1	1	1	1	1
UPI0000F0A756	7	1	1	1	1	2	1	1
UPI0000F0A734	7	1	1	1	1	1	1	1
UPI0000F0A72D	7	1	1	1	1	1	1	1
UPI0000F0A723	7	1	1	1	1	1	1	1
UPI0000F0A71C	7	1	1	1	1	1	1	1
UPI0000F0A6C9	7	1	1	1	1	1	1	1
UPI0000F0A6BC	7	1	1	1	1	1	1	1
UPI0000F0A616	7	1	1	1	1	1	1	1
UPI0000F0A5FE	7	1	1	1	1	1	1	1
UPI0000F0A5F9	7	1	1	1	1	1	1	1
UPI0000ECFB8B	7	1	1	1	1	1	1	1
UPI0000ECFB8A	7	1	1	1	1	1	1	1
UPI0000ECFB80	7	1	1	1	1	1	1	1
UPI0000ECFB7F	7	1	1	1	1	1	1	1
UPI0000ECFB7B	7	1	1	1	1	1	1	1
UPI0000ECFB74	7	1	1	1	1	1	1	1
UPI0000ECFB73	7	1	1	1	1	1	1	1
UPI0000ECFB6D	7	1	1	1	1	1	1	1
UPI0000ECFB6A	7	1	1	1	1	1	1	1
UPI0000ECFB66	7	1	1	1	1	1	1	1
UPI0000ECFB5D	7	1	1	1	1	1	1	1
UPI0000ECFB59	7	1	1	1	1	1	1	1
UPI0000ECFB47	7	1	1	1	1	1	1	1
UPI0000ECFB46	7	1	1	1	1	1	1	1
UPI0000ECFB45	7	1	1	1	1	1	1	1
UPI0000ECFB44	7	1	1	1	1	1	1	1
UPI0000ECFB3F	7	1	1	1	1	1	1	1
UPI0000ECFB3E	7	1	1	1	1	1	1	1
UPI0000ECFB3D	7	1	1	1	1	1	1	1
UPI0000ECFB3C	7	1	1	1	1	1	1	1
UPI0000ECFB3A	7	1	1	1	1	1	1	1
UPI0000ECFB2B	7	1	1	1	1	1	1	1
UPI0000ECFB21	7	1	1	1	1	1	1	1
UPI0000ECFB20	7	1	1	1	1	1	1	1
UPI0000ECFB1F	7	1	1	1	1	1	1	1
UPI0000ECFB1E	7	1	1	1	1	1	1	1
UPI0000ECFB1A	7	1	1	1	1	1	1	1
UPI0000ECFB16	7	1	1	1	1	1	1	1
UPI0000ECFB14	7	1	1	1	1	1	1	1
UPI0000ECFB13	7	1	1	1	1	1	1	1
UPI0000ECFB06	7	1	1	1	1	1	1	1
UPI0000ECFB00	7	1	1	1	1	1	1	1
UPI0000ECFAF3	7	1	1	1	1	1	1	1
UPI0000ECFAF0	7	1	1	1	1	1	1	1
UPI0000ECFAE6	7	1	1	1	1	1	1	1
UPI0000ECFAE3	7	1	1	1	1	1	1	1
UPI0000ECFADC	7	1	1	1	1	1	1	1
UPI0000ECFAD7	7	1	1	1	1	1	1	1
UPI0000ECFAD5	7	1	1	1	1	1	1	1
UPI0000ECFAD4	7	1	1	1	1	1	1	1
UPI0000ECFAD3	7	1	1	1	1	1	1	1
UPI0000ECFACA	7	1	1	1	1	1	1	1
UPI0000ECFAC6	7	1	1	1	1	1	1	1
UPI0000ECFAC3	7	1	1	1	1	1	1	1
UPI0000ECFAC1	7	1	1	1	1	1	1	1
UPI0000ECFABF	7	1	1	1	1	1	1	1
UPI0000ECFABC	7	1	1	1	1	1	1	1
UPI0000ECFABB	7	1	1	1	1	1	1	1
UPI0000ECFAB9	7	1	1	1	1	1	1	1
UPI0000ECFAB8	7	1	1	1	1	1	1	1
UPI0000ECFAB7	7	1	1	1	1	1	1	1
UPI0000ECFAB6	7	1	1	1	1	1	1	1
UPI0000ECFAA8	7	1	1	1	1	1	1	1
UPI0000ECFAA3	7	1	1	1	1	1	1	1
UPI0000ECFAA2	7	1	1	1	1	1	1	1
UPI0000ECFAA0	7	1	1	1	1	1	1	1
UPI0000ECEAD3	7	1	1	1	1	1	1	1
UPI0000ECEAD2	7	1	1	1	1	1	1	1
UPI00005FDF56	7	1	1	1	1	1	1	1
UPI00005FDF55	7	1	1	1	1	1	1	1
UPI00005FDF34	7	1	1	1	1	1	1	1
UPI00005FDEE2	7	1	1	1	1	1	1	1
UPI00005FDEE1	7	1	1	1	1	1	1	1
UPI00005FDEDD	7	1	1	1	1	1	1	1
UPI00005FDED8	7	1	1	1	1	1	1	1
UPI00005FDEBB	7	1	1	1	1	1	1	1
UPI00005FDEB2	7	1	1	1	1	1	1	1
UPI00005FDEB1	7	1	1	1	1	1	1	1
UPI00005FDEB0	7	1	1	1	1	1	1	1
UPI00005FDEAE	7	1	1	1	1	1	1	1
UPI00005FDEAC	7	1	1	1	1	1	1	1
UPI00005FDEA5	7	1	1	1	1	1	1	1
UPI00005FDE90	7	1	1	1	1	1	1	1
UPI00005FDE88	7	1	1	1	1	1	1	1
UPI00005FDE86	7	1	1	1	1	1	1	1
UPI00005FDDE1	7	1	1	1	1	1	1	1
UPI00005FDD94	7	1	1	1	1	1	1	1
UPI00005FDD91	7	1	1	1	1	1	1	1
UPI00005FDD87	7	1	1	1	1	1	1	1
UPI00005FDC7F	7	1	1	1	1	1	1	1
UPI00005FDC75	7	1	1	1	1	1	1	1
UPI00005FDC74	7	1	1	1	1	1	1	1
UPI00005FDC72	7	1	1	1	1	1	1	1
UPI00005FDC70	7	1	1	1	1	1	1	1
UPI00005FDC0B	7	1	1	1	1	1	1	1
UPI00005FDC09	7	1	1	1	1	1	1	1
UPI00005FDC07	7	1	1	1	1	1	1	1
UPI00005FDC06	7	1	1	1	1	1	1	1
UPI00005FDC01	7	1	1	1	1	1	1	1
UPI00005FDBF8	7	1	1	1	1	1	1	1
UPI00005FDBF4	7	1	1	1	1	1	1	1
UPI00005FDBF2	7	1	1	1	1	1	1	1
UPI00005FDBF0	7	1	1	1	1	1	1	1
UPI00005FDBE8	7	1	1	1	1	1	1	1
UPI00005FDBE2	7	1	1	1	1	1	1	1
UPI00005FDBD9	7	1	1	1	1	1	1	1
UPI00005FDB27	7	1	1	1	1	1	1	1
UPI00005FDB1B	7	1	1	1	1	1	1	1
UPI00005FDB19	7	1	1	1	1	1	1	1
UPI00005FDB0D	7	1	1	1	1	1	1	1
UPI00005FDAEA	7	1	1	1	2	1	1	1
UPI00005FDADD	7	1	1	1	1	1	1	1
UPI00005FDADC	7	1	1	1	1	1	1	1
UPI00005FDA89	7	1	1	1	1	1	1	1
UPI00005FDA4E	7	1	1	1	1	1	1	1
UPI00005FDA4C	7	1	1	1	1	1	1	1
UPI00005FDA45	7	1	1	1	1	1	1	1
UPI00005FDA3F	7	1	1	1	1	1	1	1
UPI00005FD9DE	7	1	1	1	1	1	1	1
UPI00005FD9CC	7	1	1	1	1	1	1	1
UPI00005FD9CA	7	1	1	1	1	1	1	1
UPI00005FD9C8	7	1	1	1	2	1	1	1
UPI00005FD9C5	7	1	1	1	1	1	1	1
UPI00005FD9BD	7	1	1	1	1	1	1	1
UPI00005FD9B8	7	1	1	1	1	1	1	1
UPI00005FD9B6	7	1	1	1	1	1	1	1
UPI00005FD9B3	7	1	1	1	1	1	1	1
UPI00005FD9B2	7	1	1	1	1	1	1	1
UPI00005FD8E6	7	1	1	1	1	1	1	1
UPI00005FD897	7	1	1	1	1	1	1	1
UPI00005FD890	7	1	1	1	1	1	1	1
UPI00005FD88B	7	1	1	1	1	1	1	1
UPI00005FD6BD	7	1	1	1	1	1	1	1
UPI00005FD6B5	7	1	1	1	1	1	1	1
UPI00005FD6B4	7	1	1	1	1	1	1	1
UPI00005FD6B3	7	1	1	1	1	1	1	1
UPI00005FD651	7	1	1	1	1	1	1	1
UPI00005FD53F	7	1	1	1	1	1	1	1
UPI00005FD4CB	7	1	1	1	1	1	1	1
UPI00005FD35D	7	1	1	1	1	1	1	1
UPI00005FD354	7	1	1	1	1	1	1	1
UPI00005FD352	7	1	1	1	1	1	1	1
UPI00005FD351	7	1	1	1	1	1	1	1
UPI00005FD350	7	1	1	1	1	1	1	1
UPI00005FD345	7	1	1	1	1	1	1	1
UPI00005FD252	7	1	1	1	1	1	1	1
UPI00005FD207	7	1	1	1	1	1	1	1
UPI00005FD204	7	1	1	1	1	1	1	1
UPI00005FD200	7	1	1	1	1	1	1	1
UPI00005FD1DF	7	1	1	1	1	1	1	1
UPI00005FD1DE	7	1	1	1	1	1	1	1
UPI00005FD16E	7	1	1	1	1	1	1	1
UPI00005FD161	7	1	1	1	1	1	1	1
UPI00005FD159	7	1	1	1	1	1	1	1
UPI00005FD10F	7	1	1	1	1	1	1	1
UPI00005FD10C	7	1	1	1	1	1	1	1
UPI00005FD105	7	1	1	1	1	1	1	1
UPI00005FD104	7	1	1	1	1	1	1	1
UPI00005FD0DC	7	1	1	1	1	1	1	1
UPI00005FD0DB	7	1	1	1	1	1	1	1
UPI00005FD0DA	7	1	1	1	1	1	1	1
UPI00005FD0BF	7	1	1	1	1	1	1	1
UPI00005FD0BA	7	1	1	1	1	1	1	1
UPI00005FD0B1	7	1	1	1	1	1	1	1
UPI00005FD0A8	7	1	1	1	1	1	1	1
UPI00005FD0A3	7	1	1	1	1	1	1	1
UPI00005FD09C	7	1	1	1	1	1	1	1
UPI00005FD099	7	1	1	1	1	1	1	1
UPI00005FD097	7	1	1	1	1	1	1	1
UPI00005FD092	7	1	1	1	1	1	1	1
UPI00005FD08C	7	1	1	1	1	1	1	1
UPI00005FD084	7	1	1	1	1	1	1	1
UPI00005FCEE4	7	1	1	1	1	1	1	1
UPI00005FCEE3	7	1	1	1	1	1	1	1
UPI00005FCEDC	7	1	1	1	1	1	1	1
UPI00005FCEDB	7	1	1	1	1	1	1	1
UPI00005FCECF	7	1	1	1	1	1	1	1
UPI00005FCECD	7	1	1	1	1	1	1	1
UPI00005FCECC	7	1	1	1	1	1	1	1
UPI00005FCEC9	7	1	1	1	1	1	1	1
UPI00005FCE38	7	1	1	1	1	1	1	1
UPI00005FCE37	7	1	1	1	1	1	1	1
UPI00005FCE36	7	1	1	1	1	1	1	1
UPI00005FCE35	7	1	1	1	1	1	1	1
UPI00005FCDBB	7	1	1	1	1	1	1	1
UPI00005FCDBA	7	1	1	1	1	1	1	1
UPI00005FCDB9	7	1	1	1	1	1	1	1
UPI00005FCDB8	7	1	1	1	1	1	1	1
UPI00005FCD92	7	1	1	1	1	1	1	1
UPI00005FCD8B	7	1	1	1	1	1	1	1
UPI00005FCD84	7	1	1	1	1	1	1	1
UPI00005FCD83	7	1	1	1	1	1	1	1
UPI00005FCD82	7	1	1	1	1	1	1	1
UPI00005FCD6B	7	1	1	1	1	1	1	1
UPI00005FCBCB	7	1	1	1	1	1	1	1
UPI00005FCAF0	7	1	1	1	1	1	1	1
UPI00005FCAE4	7	1	1	1	1	1	1	1
UPI00005FCAE2	7	1	1	1	1	1	1	1
UPI00005FCADA	7	1	1	1	1	1	1	1
UPI00005FCAD8	7	1	1	1	1	1	1	1
UPI00005FCAD6	7	1	1	1	1	1	1	1
UPI00005FCAD4	7	1	1	1	1	1	1	1
UPI00005FCAB1	7	1	1	1	1	1	1	1
UPI00005FCAAF	7	1	1	1	1	1	1	1
UPI00005FCAAD	7	1	1	1	1	1	1	1
UPI00005FCA9E	7	1	1	1	1	1	1	1
UPI00005FC9F1	7	1	1	1	1	1	1	1
UPI00005FC9EE	7	1	1	1	1	1	1	1
UPI00005FC9E3	7	1	1	1	1	1	1	1
UPI00005FC9DC	7	1	1	1	1	1	1	1
UPI00005FC9D7	7	1	1	1	1	1	1	1
UPI00005FC9C8	7	1	1	1	1	1	1	1
UPI00005FC9C7	7	1	1	1	1	1	1	1
UPI00005FC9C6	7	1	1	1	1	1	1	1
UPI00005FC9C4	7	1	1	1	1	1	1	1
UPI00005FC9BF	7	1	1	1	1	1	1	1
UPI00005FC949	7	1	1	1	1	1	1	1
UPI00005FC947	7	1	1	1	1	1	1	1
UPI00005FC946	7	1	1	1	1	1	1	1
UPI00005FC92F	7	1	1	1	1	1	1	1
UPI00005FC927	7	1	1	1	1	1	1	1
UPI00005FC91D	7	1	1	1	1	1	1	1
UPI00005FC918	7	1	1	1	1	1	1	1
UPI00005FC910	7	1	1	1	1	1	1	1
UPI00005FC90D	7	1	1	1	1	1	1	1
UPI00005FC89E	7	1	1	1	1	1	1	1
UPI00005FC833	7	1	1	1	1	1	1	1
UPI00005FC82E	7	1	1	1	1	1	1	1
UPI00005FC829	7	1	1	1	1	1	1	1
UPI00005FC736	7	1	1	1	1	1	1	1
UPI00005FC735	7	1	1	1	1	1	1	1
UPI00005FC734	7	1	1	1	1	1	1	1
UPI00005FC730	7	1	1	1	1	1	1	1
UPI00005FC72D	7	1	1	1	1	1	1	1
UPI00005FC72C	7	1	1	1	1	1	1	1
UPI00005FC727	7	1	1	1	1	1	1	1
UPI00005FC722	7	1	1	1	1	1	1	1
UPI00005FC71B	7	1	1	1	1	1	1	1
UPI00005FC719	7	1	1	1	1	1	1	1
UPI00005FC70F	7	1	1	1	1	1	1	1
UPI00005FC709	7	1	1	1	1	1	1	1
UPI00005FC6F8	7	1	1	1	1	1	1	1
UPI00005FC690	7	1	1	1	1	1	1	1
UPI00005FC68F	7	1	1	1	1	1	1	1
UPI00005FC68E	7	1	1	1	1	1	1	1
UPI00005FC68A	7	1	1	1	1	1	1	1
UPI00005FC686	7	1	1	1	1	1	1	1
UPI00005FC67E	7	1	1	1	1	1	1	1
UPI00005FC679	7	1	1	1	1	1	1	1
UPI00005FC5E1	7	1	1	1	1	1	1	1
UPI00005FC5C5	7	1	1	1	1	1	1	1
UPI00005FC5B6	7	1	1	1	1	1	1	1
UPI00005FC4D1	7	1	1	1	1	1	1	1
UPI00005FC4D0	7	1	1	1	1	1	1	1
UPI00005FC4CF	7	1	1	1	1	1	1	1
UPI00005FC4CE	7	1	1	1	1	1	1	1
UPI00005FC4CB	7	1	1	1	1	1	1	1
UPI00005FC4CA	7	1	1	1	1	1	1	1
UPI00005FC4C9	7	1	1	1	1	1	1	1
UPI00005FC4C8	7	1	1	1	1	1	1	1
UPI00005FC4C6	7	1	1	1	1	1	1	1
UPI00005FC47B	7	1	1	1	1	1	1	1
UPI00005FC46A	7	1	1	1	1	1	1	1
UPI00005FC453	7	1	1	1	1	1	1	1
UPI00005FC210	7	1	1	1	1	1	1	1
UPI00005FC206	7	1	1	1	1	1	1	1
UPI00005FC201	7	1	1	1	1	1	1	1
UPI00005FC200	7	1	1	1	1	1	1	1
UPI00005FC1FA	7	1	1	1	1	1	1	1
UPI00005FC1F6	7	1	1	1	1	1	1	1
UPI00005FC1E5	7	1	1	1	1	1	1	1
UPI00005FBFBB	7	1	1	1	1	1	1	1
UPI00005FBFAA	7	1	1	1	1	1	1	1
UPI00005FBFA1	7	1	1	1	1	1	1	1
UPI00005FBF98	7	1	1	1	1	1	1	1
UPI00005FBF8D	7	1	1	1	1	1	1	1
UPI00005FBF75	7	1	1	1	1	1	1	1
UPI00005FBF74	7	1	1	1	1	1	1	1
UPI00005FBF16	7	1	1	1	1	1	1	1
UPI00005FBEC9	7	1	1	1	1	1	1	1
UPI00005FBEC7	7	1	1	1	1	1	1	1
UPI00005FBE4F	7	1	1	1	1	1	1	1
UPI00005FBE4C	7	1	1	1	1	1	1	1
UPI00005FBDBF	7	1	1	1	1	1	1	1
UPI00005FBDB1	7	1	1	1	1	1	1	1
UPI00005FBDB0	7	1	1	1	1	1	1	1
UPI00005FBDAC	7	1	1	1	1	1	1	1
UPI00005FBDAB	7	1	1	1	1	1	1	1
UPI00005FBDA0	7	1	1	1	1	1	1	1
UPI00005FBD2E	7	1	1	1	1	1	1	1
UPI00005FBD1B	7	1	1	1	1	1	1	1
UPI00005FBD11	7	1	1	1	1	1	1	1
UPI00005FBCBA	7	1	1	1	1	1	1	1
UPI00005FBCB6	7	1	1	1	1	1	1	1
UPI00005FBCB4	7	1	1	1	1	1	1	1
UPI00005FBCB2	7	1	1	1	1	1	1	1
UPI00005FBCB1	7	1	1	1	1	1	1	1
UPI00005FBC3F	7	1	1	1	1	1	1	1
UPI00005FBC3C	7	1	1	1	1	1	1	1
UPI00005FBC3A	7	1	1	1	1	1	1	1
UPI00005FBC28	7	1	1	1	1	1	1	1
UPI00005FBA71	7	1	1	1	1	1	1	1
UPI00005FBA2B	7	1	1	1	1	1	1	1
UPI00005FB98E	7	1	1	1	1	1	1	1
UPI00005FB985	7	1	1	1	1	1	1	1
UPI00005FB952	7	1	1	1	1	1	1	1
UPI00005FB950	7	1	1	1	1	1	1	1
UPI00005FB94B	7	1	1	1	1	1	1	1
UPI00005FB94A	7	1	1	1	1	1	1	1
UPI00005FB948	7	1	1	1	1	1	1	1
UPI00005FB947	7	1	1	1	1	1	1	1
UPI00005FB946	7	1	1	1	1	1	1	1
UPI00005FB945	7	1	1	1	1	1	1	1
UPI00005FB944	7	1	1	1	1	1	1	1
UPI00005FB8DB	7	1	1	1	1	1	1	1
UPI00005FB8D9	7	1	1	1	1	1	1	1
UPI00005FB8D3	7	1	1	1	1	1	1	1
UPI00005FB8D2	7	1	1	1	1	1	1	1
UPI00005FB8CE	7	1	1	1	1	1	1	1
UPI00005FB8CB	7	1	1	1	1	1	1	1
UPI00005FB8C0	7	1	1	1	1	1	1	1
UPI00005FB8BE	7	1	1	1	1	1	1	1
UPI00005FB8BC	7	1	1	1	1	1	1	1
UPI00005FB61A	7	1	1	1	1	1	1	1
UPI00005FB618	7	1	1	1	1	1	1	1
UPI00005FB51F	7	1	1	1	1	1	1	1
UPI00005FB51E	7	1	1	1	1	1	1	1
UPI00005FB51C	7	1	1	1	1	1	1	1
UPI00005FB51A	7	1	1	1	1	1	1	1
UPI00005FB515	7	1	1	1	1	1	1	1
UPI00005FB4B0	7	1	1	1	1	1	1	1
UPI00005FB4A8	7	1	1	1	1	1	1	1
UPI00005FB4A5	7	1	1	1	1	1	1	1
UPI00005FB49A	7	1	1	1	1	1	1	1
UPI00005FB499	7	1	1	1	1	1	1	1
UPI00005FB496	7	1	1	1	1	1	1	1
UPI00005FB495	7	1	1	1	1	1	1	1
UPI00005FB494	7	1	1	1	1	1	1	1
UPI00005FB47F	7	1	1	1	1	1	1	1
UPI00005FB479	7	1	1	1	1	1	1	1
UPI00005FB431	7	1	1	1	1	1	1	1
UPI00005FB42F	7	1	1	1	1	1	1	1
UPI00005FB42C	7	1	1	1	1	1	1	1
UPI00005FB42B	7	1	1	1	1	1	1	1
UPI00005FB42A	7	1	1	1	1	1	1	1
UPI00005FB389	7	1	1	1	1	1	1	1
UPI00005FB382	7	1	1	1	1	1	1	1
UPI00005FB339	7	1	1	1	1	1	1	1
UPI00005FB336	7	1	1	1	1	1	1	1
UPI00005FB331	7	1	1	1	1	1	1	1
UPI00005FB32B	7	1	1	1	1	1	1	1
UPI00005FB321	7	1	1	1	1	1	1	1
UPI00005FB31C	7	1	1	1	1	1	1	1
UPI00005FB319	7	1	1	1	1	1	1	1
UPI00005FB315	7	1	1	1	1	1	1	1
UPI00005FB301	7	1	1	1	1	1	1	1
UPI00005FB300	7	1	1	1	1	1	1	1
UPI00005FB2FC	7	1	1	1	1	1	1	1
UPI00005FB2FA	7	1	1	1	1	1	1	1
UPI00005FB2F9	7	1	1	1	1	1	1	1
UPI00005FB2EE	7	1	1	1	1	1	1	1
UPI00005FB2ED	7	1	1	1	1	1	1	1
UPI00005FB2EC	7	1	1	1	1	1	1	1
UPI00005FB2EA	7	1	1	1	1	1	1	1
UPI00005FB2E9	7	1	1	1	1	1	1	1
UPI00005FB2E7	7	1	1	1	1	1	1	1
UPI00005FB2E6	7	1	1	1	1	1	1	1
UPI00005FB2E5	7	1	1	1	1	1	1	1
UPI00005FB2E4	7	1	1	1	2	1	1	1
UPI00005FB2E3	7	1	1	1	1	1	1	1
UPI00005FB2E1	7	1	1	1	1	1	1	1
UPI00005FB2E0	7	1	1	1	1	1	1	1
UPI00005FB2DE	7	1	1	1	1	1	1	1
UPI00005FB2DC	7	1	1	1	1	1	1	1
UPI00005FB175	7	1	1	1	1	1	1	1
UPI00005FB174	7	1	1	1	1	1	1	1
UPI00005FB16C	7	1	1	1	1	1	1	1
UPI00005FB169	7	1	1	1	1	1	1	1
UPI00005FB15B	7	1	1	1	1	1	1	1
UPI00005FB157	7	1	1	1	1	1	1	1
UPI00005FB149	7	1	1	1	1	1	1	1
UPI00005FB148	7	1	1	1	1	1	1	1
UPI00005FB12E	7	1	1	1	1	1	1	1
UPI00005DD9C3	7	1	1	1	1	1	1	1
UPI00005D151E	7	1	1	1	1	1	1	1
UPI00005D14F0	7	1	1	1	1	1	1	1
UPI00005D14EA	7	1	1	1	1	1	1	1
UPI00005D14E5	7	1	1	1	1	1	1	1
UPI00005D14E0	7	1	1	1	1	1	1	1
UPI00005D14DD	7	1	1	1	1	1	1	1
UPI00005D14D9	7	1	1	1	1	1	1	1
UPI00005D14CE	7	1	1	1	1	1	1	1
UPI00005D14B4	7	1	1	1	1	1	1	1
UPI00005D14AC	7	1	1	1	1	1	1	1
UPI00005D14AB	7	1	1	1	1	1	1	1
UPI00005D14A7	7	1	1	1	1	1	1	1
UPI00005D14A6	7	1	1	1	1	1	1	1
UPI00005D14A3	7	1	1	1	1	1	1	1
UPI00005D14A1	7	1	1	1	1	1	1	1
UPI00005D149B	7	1	1	1	1	1	1	1
UPI00005D1494	7	1	1	1	1	1	1	1
UPI00005D1491	7	1	1	1	1	1	1	1
UPI00005D148F	7	1	1	1	1	1	1	1
UPI00005D148E	7	1	1	1	1	1	1	1
UPI00005D148D	7	1	1	1	1	1	1	1
UPI00005D1488	7	1	1	1	1	1	1	1
UPI00005D1474	7	1	1	1	1	1	1	1
UPI00005D146C	7	1	1	1	1	1	1	1
UPI00005D1467	7	1	1	1	1	1	1	1
UPI00005D1461	7	1	1	1	1	1	1	1
UPI00005D145F	7	1	1	1	1	1	1	1
UPI00005D145D	7	1	1	1	1	1	1	1
UPI00005D1457	7	1	1	1	1	1	1	1
UPI00005D1456	7	1	1	1	1	1	1	1
UPI00005D144B	7	1	1	1	1	1	1	1
UPI00005D1447	7	1	1	1	1	1	1	1
UPI00005D1440	7	1	1	1	1	1	1	1
UPI00005D142B	7	1	1	1	1	1	1	1
UPI00005D1422	7	1	1	1	1	1	1	1
UPI00005D1420	7	1	1	1	1	1	1	1
UPI00005D1415	7	1	1	1	1	1	1	1
UPI00005D1413	7	1	1	1	1	1	1	1
UPI00005D140D	7	1	1	1	1	1	1	1
UPI00005D1409	7	1	1	1	1	1	1	1
UPI00005D1408	7	1	1	1	1	1	1	1
UPI00005D1406	7	1	1	1	1	1	1	1
UPI00005D13F8	7	1	1	1	1	1	1	1
UPI00005D13F6	7	1	1	1	1	1	1	1
UPI00005D13E8	7	2	1	2	2	2	2	2
UPI00005D13E7	7	1	1	1	1	1	1	1
UPI00005D13D7	7	1	1	1	1	1	1	1
UPI00005D13C8	7	1	1	1	1	1	1	1
UPI00005D13B0	7	1	1	1	1	1	1	1
UPI00005D13AE	7	1	1	1	1	1	1	1
UPI00005D13A8	7	1	1	1	1	1	1	1
UPI00005D13A7	7	1	1	1	1	1	1	1
UPI00005D1396	7	1	1	1	1	1	1	1
UPI00005D131D	7	1	1	1	1	1	1	1
UPI00005D131A	7	1	1	1	1	1	1	1
UPI00005D130E	7	1	1	1	1	1	1	1
UPI00005D130A	7	1	1	1	1	1	1	1
UPI00005D1304	7	1	1	1	1	1	1	1
UPI00005D12FD	7	1	1	1	1	1	1	1
UPI00005D12F9	7	1	1	1	1	1	1	1
UPI00005D12F3	7	1	1	1	1	1	1	1
UPI00005D12F0	7	1	1	1	1	1	1	1
UPI00005D12EE	7	1	1	1	1	1	1	1
UPI00005D12E6	7	1	1	1	1	1	1	1
UPI00005D12E5	7	1	1	1	1	1	1	1
UPI00005D12E4	7	1	1	1	1	1	1	1
UPI00005D12E3	7	1	1	1	1	1	1	1
UPI00005D12DB	7	1	1	1	1	1	1	1
UPI00005D12D1	7	1	1	1	1	1	1	1
UPI00005D12CB	7	1	1	1	1	1	1	1
UPI00005D12C4	7	1	1	1	1	1	1	1
UPI00005D12BC	7	1	1	1	1	1	1	1
UPI00005D12BB	7	1	1	1	1	1	1	1
UPI00005D12AF	7	1	1	1	1	1	1	1
UPI00005D129E	7	1	1	1	1	1	1	1
UPI00005D128C	7	1	1	1	1	1	1	1
UPI00005D127C	7	1	1	1	1	1	1	1
UPI00005D1274	7	1	1	1	1	1	1	1
UPI00005D1270	7	1	1	1	1	1	1	1
UPI00005D126E	7	1	1	1	1	1	1	1
UPI00005D126B	7	1	1	1	1	1	1	1
UPI00005D125D	7	1	1	1	1	1	1	1
UPI00005D1257	7	1	1	1	1	1	1	1
UPI00005D1246	7	1	1	1	1	1	1	1
UPI00005D1242	7	1	1	1	1	1	1	1
UPI00005D123D	7	1	1	1	1	1	1	1
UPI00005D1233	7	1	1	1	1	1	1	1
UPI00005D122E	7	1	1	1	1	1	1	1
UPI00005D1229	7	1	1	1	1	1	1	1
UPI00005D1227	7	1	1	1	1	1	1	1
UPI00005D1214	7	1	1	1	1	1	1	1
UPI00005D120E	7	1	1	1	1	1	1	1
UPI00005D120A	7	1	1	1	1	1	1	1
UPI00005D1208	7	1	1	1	1	1	1	1
UPI00005D1203	7	1	1	1	1	1	1	1
UPI00005D1200	7	1	1	1	1	1	1	1
UPI00005D11FE	7	1	1	1	1	1	1	1
UPI00005D11FD	7	1	1	1	1	1	1	1
UPI00005D11F7	7	1	1	1	1	1	1	1
UPI00005D11F6	7	1	1	1	1	1	1	1
UPI00005D11F5	7	1	1	1	1	1	1	1
UPI00005D11F4	7	1	1	1	1	1	1	1
UPI00005D11F3	7	1	1	1	1	1	1	1
UPI00005D11F0	7	1	1	1	1	1	1	1
UPI00005D11E8	7	1	1	1	1	1	1	1
UPI00005D11E7	7	1	1	1	1	1	1	1
UPI00005D11E4	7	1	1	1	1	1	1	1
UPI00005D11E3	7	1	1	1	1	1	1	1
UPI00005D11E1	7	1	1	1	1	1	1	1
UPI00005D11DF	7	1	1	1	1	1	1	1
UPI00005D11DA	7	1	1	1	1	1	1	1
UPI00005D11D8	7	1	1	1	1	1	1	1
UPI00005D11C8	7	1	1	1	1	1	1	1
UPI00005D11C2	7	1	1	1	1	1	1	1
UPI00005D11BE	7	1	1	1	1	1	1	1
UPI00005D11B7	7	1	1	1	1	1	1	1
UPI00005D11B3	7	1	1	1	1	1	1	1
UPI00005D11AD	7	1	1	1	1	1	1	1
UPI00005D11A9	7	1	1	1	1	1	1	1
UPI00005D1147	7	1	1	1	1	1	1	1
UPI00005D113E	7	1	1	1	1	1	1	1
UPI00005D1132	7	1	1	1	1	1	1	1
UPI00005D112E	7	1	1	1	1	1	1	1
UPI00005D112B	7	1	1	1	1	1	1	1
UPI00005D110B	7	1	1	1	1	1	1	1
UPI00005D1104	7	1	1	1	1	1	1	1
UPI00005D1101	7	1	1	1	1	1	1	1
UPI00005D10FB	7	1	1	1	1	1	1	1
UPI00005D10FA	7	1	1	1	1	1	1	1
UPI00005D10F7	7	1	1	1	1	1	1	1
UPI00005D10F0	7	1	1	1	1	1	1	1
UPI00005D10EF	7	1	1	1	1	1	1	1
UPI00005D10E5	7	1	1	1	1	1	1	1
UPI00005D10E2	7	1	1	1	1	1	1	1
UPI00005D10E1	7	1	1	1	1	1	1	1
UPI00005D10D9	7	1	1	1	1	1	1	1
UPI00005D10D7	7	1	1	1	1	1	1	1
UPI00005D10D4	7	1	1	1	1	1	1	1
UPI00005D10C5	7	1	1	1	1	1	1	1
